,Token,MeanMinusStdev_HIGH,MeanMinusStdev_LOW,Difference
290,cash,0.0,0.0004267509094740236,-0.0004267509094740236
238,Asia,0.0,0.0004380126874305181,-0.0004380126874305181
445,hits,0.0,0.0004404019430128684,-0.0004404019430128684
240,EUR,0.0,0.00044199680314749307,-0.00044199680314749307
433,T,0.0,0.0004428951251295601,-0.0004428951251295601
444,C,0.0,0.00044374932633023324,-0.00044374932633023324
291,Global,0.0,0.0004449624760355718,-0.0004449624760355718
343,central,0.0,0.0004452660453716106,-0.0004452660453716106
325,Mexico,0.0,0.0004457046361092486,-0.0004457046361092486
409,state,0.0,0.00044687882306755736,-0.00044687882306755736
443,Italy,0.0,0.00044971114006399273,-0.00044971114006399273
52,share,0.0008953226934123363,0.0013454490767314702,-0.00045012638331913394
355,British,0.0,0.00045216063770444454,-0.00045216063770444454
319,reports,0.0,0.0004550324417813103,-0.0004550324417813103
423,president,0.0,0.0004572138173228592,-0.0004572138173228592
6,on,0.006629411853468874,0.007091140622282513,-0.0004617287688136393
437,Germany,0.0,0.00046363741209670597,-0.00046363741209670597
442,March,0.0,0.0004648287805013624,-0.0004648287805013624
407,French,0.0,0.00047028463929798175,-0.00047028463929798175
313,bid,0.0,0.0004725477430660408,-0.0004725477430660408
293,6,0.0,0.00047408298711023125,-0.00047408298711023125
359,has,0.0,0.0004798688054902454,-0.0004798688054902454
292,Holding,0.0,0.00048227185594056283,-0.00048227185594056283
41,Trump,0.0010913533968374477,0.001578463828152106,-0.00048711043131465827
242,dollar,0.0,0.0004931568384336812,-0.0004931568384336812
376,France,0.0,0.0004957101512899129,-0.0004957101512899129
348,announces,0.0,0.000496074030705863,-0.000496074030705863
274,report,0.0,0.0005038700628477996,-0.0005038700628477996
392,wins,0.0,0.0005113920854683786,-0.0005113920854683786
358,fund,0.0,0.0005284114851927996,-0.0005284114851927996
270,data,0.0,0.0005310311967245623,-0.0005310311967245623
45,Bank,0.0010083156383824245,0.001556933390702674,-0.0005486177523202494
365,signs,0.0,0.000550502584259676,-0.000550502584259676
354,May,0.0,0.0005508073033259989,-0.0005508073033259989
329,two,0.0,0.0005516733791928414,-0.0005516733791928414
48,deal,0.0009255021100442128,0.0014796116505321564,-0.0005541095404879436
287,CORRECTED,0.0,0.0005542706639623934,-0.0005542706639623934
251,government,0.0,0.0005615294308501182,-0.0005615294308501182
363,per,0.0,0.0005662862948259673,-0.0005662862948259673
345,ahead,0.0,0.0005663660266641532,-0.0005663660266641532
404,PM,0.0,0.0005842526501384629,-0.0005842526501384629
294,Saudi,0.0,0.0006016539687343109,-0.0006016539687343109
28,new,0.0013781933595223604,0.001994184652503898,-0.0006159912929815377
371,end,0.0,0.0006165686596939754,-0.0006165686596939754
269,International,0.0,0.0006239987651331067,-0.0006239987651331067
250,Inc,0.0,0.0006359529849555314,-0.0006359529849555314
337,no,0.0,0.0006481661775276522,-0.0006481661775276522
15,at,0.002605489635885338,0.003254368532220608,-0.0006488788963352698
105,FY,0.0005575392353408702,0.0012584950136404968,-0.0007009557782996266
19,and,0.002238306733530841,0.002949643098303893,-0.000711336364773052
174,Corp,0.0,0.0007185291349071019,-0.0007185291349071019
318,minister,0.0,0.0007408098876144609,-0.0007408098876144609
295,Q1,0.0,0.0007670343930673925,-0.0007670343930673925
38,Group,0.0011625286183703247,0.0019570963989406762,-0.0007945677805703516
192,.,0.0,0.0009138729775579782,-0.0009138729775579782
209,2017,0.0,0.001004305553986734,-0.001004305553986734
86,profit,0.000628714456873747,0.0017349077390118699,-0.0011061932821381229
3,in,0.012308172083033635,0.013483601018952886,-0.001175428935919251
10,says,0.004969543938715666,0.006166776434055672,-0.0011972324953400063
5,for,0.0070116844641393075,0.008320936380855862,-0.0013092519167165542
4,of,0.007489525227477354,0.009279443195588395,-0.0017899179681110404
0,BRIEF,0.02912252814386885,0.03321565418216188,-0.004093126038293031
